index,rname,fcategory,Rating,lat,long,address,city,phone
14,Mill Street Retail Store,"Beer, Wine & Spirits",4.5,43.65044245,-79.35844275,55 Mill St,Toronto,+1 416-681-0338
110,Nord Bistro,Bistros,4.5,43.67390004,-79.41146983,406 Dupont Street,Toronto,+1 416-925-6673
317,Beerbistro,Bistros,4,43.64945,-79.377159,18 King Street E,Toronto,+1 416-861-9872
690,Trius + Aim,Bistros,4.5,43.5986881,-79.54422254,270 Brown's Line,Toronto,+1 647-351-2700
862,Lil Joe Cucina & Bar,Bistros,4.5,43.66927,-79.33615,1054 Gerrard Street E,Toronto,+1 647-352-6969
570,Rio 40 Restaurant,Brazilian,4,43.67747,-79.44643,1256 Saint Clair Avenue West,Toronto,+1 416-654-6363
624,Brasil Stone Grill,Brazilian,5,43.6933719,-79.4613295,2184 Eglinton Ave W,Toronto,+1 647-345-0222
771,Copacabana Brazilian Steak House,Brazilian,3.5,43.7079,-79.39396,150 Eglinton Avenue E,Toronto,+1 888-432-6721
866,Copacabana Brazilian Steakhouse,Brazilian,3.5,43.64834408,-79.38783098,230 Adelaide Street W,Toronto,+1 888-432-6721
947,Brasileirissimo Steak House,Brazilian,4.5,43.64925,-79.4226,1209 Dundas Street W,Toronto,+1 416-537-8988
54,Ramona's Kitchen,Breakfast & Brunch,5,43.66632,-79.40655,384 Bloor St West,Toronto,+1 905-597-9220
63,Mildred's Temple Kitchen,Breakfast & Brunch,4,43.63991087,-79.42042351,85 Hanna Avenue,Toronto,+1 416-588-5695
101,Evviva Breakfast & Lunch - Downtown Toronto,Breakfast & Brunch,4,43.641602,-79.383301,25 Lower Simcoe,Toronto,+1 647-351-4040
129,Dirty Food Eatery,Breakfast & Brunch,4.5,43.66565,-79.47188,3070 Dundas Street W,Toronto,+1 416-855-3393
134,The Senator,Breakfast & Brunch,4,43.65574,-79.37896,249 Victoria Street,Toronto,+1 416-364-7517
137,Sisters & Co,Breakfast & Brunch,4.5,43.65097,-79.41172,887 Dundas Street West,Toronto,+1 647-350-7478
145,White Lily Diner,Breakfast & Brunch,4.5,43.65881,-79.3511599,678 Queen Street E,Toronto,+1 416-901-7800
177,Bodega Henriette,Breakfast & Brunch,4.5,43.65159,-79.3678,234 King Street E,Toronto,
260,The Senator,Breakfast & Brunch,4,43.65574,-79.37896,249 Victoria Street,Toronto,+1 416-364-7517
287,Lady Marmalade,Breakfast & Brunch,4,43.66319,-79.35134,265 Broadview Avenue,Toronto,+1 647-351-7645
410,The Federal,Breakfast & Brunch,4,43.6497699,-79.43011,1438 Dundas Street W,Toronto,+1 647-352-9120
438,Eggspectation,Breakfast & Brunch,4,43.6532721,-79.3812455,483 Bay Street,Toronto,+1 416-979-3447
474,Frankie's,Breakfast & Brunch,4,43.6445099,-79.41842,994 Queen Street W,Toronto,+1 416-588-1936
523,Emma's Country Kitchen,Breakfast & Brunch,4,43.68103,-79.4303599,810 Saint Clair Avenue W,Toronto,+1 416-652-3662
555,White Brick Kitchen,Breakfast & Brunch,4,43.66417617,-79.4149612,641 Bloor Street W,Toronto,+1 647-347-9188
558,Egg Bae,Breakfast & Brunch,4,43.65341822,-79.40143965,189 Augusta Avenue,Toronto,
643,The Green Wood,Breakfast & Brunch,4,43.66487,-79.32425,1402 Queen Street E,Toronto,+1 416-778-4343
671,The Ellery,Breakfast & Brunch,4.5,43.68494,-79.31719,1870 Danforth Avenue,Toronto,+1 416-422-1870
688,RH Toronto Courtyard Cafí©,Breakfast & Brunch,4,43.7248736,-79.4555364,3401 Dufferin Street,Toronto,+1 416-322-9422
694,Old School,Breakfast & Brunch,3.5,43.65192188,-79.40836329,800 Dundas Street W,Toronto,+1 416-815-8790
720,Smith,Breakfast & Brunch,3.5,43.6669924,-79.3813287,553 Church Street,Toronto,+1 416-926-2501
776,Hello 123,Breakfast & Brunch,3.5,43.6433736,-79.4234717,1122 Queen Street W,Toronto,+1 416-532-3555
804,Universal Grill,Breakfast & Brunch,3.5,43.6705211,-79.42644044,1071 Shaw Street,Toronto,+1 416-588-5928
818,Madame Levant,Breakfast & Brunch,4.5,43.66704,-79.34447,821 Gerrard Street E,Toronto,+1 416-729-0503
910,Kitchen On Sixth,Breakfast & Brunch,4.5,43.60058679,-79.50684459,2976 Lake Shore Boulevard W,Toronto,+1 647-349-4412
934,Sophie's,Breakfast & Brunch,4,43.70632,-79.37561,1614 Bayview Avenue,Toronto,+1 416-485-1614
946,Over Easy Restaurant,Breakfast & Brunch,4,43.64804419,-79.3776722,56 Yonge Street,Toronto,+1 416-862-0110
967,Siempre Restaurant,Breakfast & Brunch,4,43.64339331,-79.39220744,348 Front Street W,Toronto,+1 647-346-8222
997,Eggstatic,Breakfast & Brunch,4.5,43.70549,-79.37534,1568 bayview avenue,Toronto,+1 647-352-1568
1,Steam Whistle Brewing,Breweries,4.5,43.64114088,-79.3852351,255 Bremner Boulevard,Toronto,+1 416-362-2337
6,Amsterdam BrewHouse,Breweries,3.5,43.63791213,-79.3847309,245 Queens Quay W,Toronto,+1 416-504-1020
26,Ontario Spring Water Sake Company,Breweries,4.5,43.64989,-79.36002,51 Gristmill Lane,Toronto,+1 416-365-7253
93,Left Field Brewery,Breweries,4,43.67379,-79.3304825,36 Wagstaff Drive,Toronto,+1 647-346-5001
699,Amsterdam Barrel House,Breweries,3.5,43.70618,-79.36112,87 Laird Drive,Toronto,+1 416-504-1060
791,Goose Island,Breweries,3.5,43.6472859,-79.3735769,70 The Esplanade,Toronto,+1 416-862-7575
846,Amsterdam Brewery,Breweries,4,43.7070332,-79.3573192,45 Esandar Dr.,Toronto,+1 416-504-6882
3,Northern Maverick Brewing Co,Brewpubs,3.5,43.6450941,-79.4029665,115 Bathurst Street,Toronto,+1 416-540-4030
99,Mill Street Brew Pub,Brewpubs,3.5,43.65044245,-79.35844275,21 Tank House Lane,Toronto,+1 416-681-0338
351,Raza Cerveceria Brewing,Brewpubs,5,43.650983,-79.450606,403 Roncesvalles Avenue,Toronto,+1 647-568-9378
976,Folly Brewing,Brewpubs,4,43.65401,-79.42591,928 College Street,Toronto,+1 416-533-7272
551,The House On Parliament,British,4,43.66359,-79.36794,454 Parliament Street,Toronto,+1 416-925-4074
767,Dragon Pearl Buffet,Buffets,3.5,43.755169,-79.349892,865 York Mills Road,Toronto,+1 647-352-2288
354,Centrale Bergham,Burgers,4.5,43.64808,-79.4004,482 Queen Street W,Toronto,+1 416-901-9095
394,The Irv Gastro Pub,Burgers,4.5,43.6635399,-79.3705826,195 Carlton Street,Toronto,+1 647-350-4787
446,Zeal Burgers,Burgers,5,43.70035641,-79.51752417,1926 Weston Road,Toronto,+1 647-352-3933
569,DUNK Burgers and Chocolate,Burgers,4.5,43.64651,-79.40821,696 Queen Street W,Toronto,+1 289-521-3865
586,By Chloe,Burgers,3.5,43.725462,-79.451437,3401 Dufferin Street,Toronto,+1 416-789-3261
677,Hidden Burger,Burgers,4,43.6465208,-79.3778797,22 Front Street W,Toronto,+1 416-362-7585
680,Rudy,Burgers,4,43.65489,-79.41474,619 College Street,Toronto,+1 647-748-7839
800,Ozzy's Burgers,Burgers,4,43.65527,-79.40261,66 Nassau St,Toronto,+1 416-862-7983
829,The Mutt,Burgers,5,43.64987,-79.43261,1A-1516 Dundas Street W,Toronto,+1 416-551-9749
8,PÅëPA,Burmese,4.5,43.76922,-79.38833,2901 Bayview Avenue,Toronto,
18,Cafe Landwer,Cafes,4,43.64875,-79.38491,165 University Avenue,Toronto,+1 647-748-1165
149,Baretto Caffe,Cafes,5,43.74471,-79.34643,1262 Don Mills Road,Toronto,+1 416-385-0003
270,Bonimi,Cafes,4.5,43.64513,-79.52041,3319 Bloor Street  W,Toronto,+1 416-847-1188
407,Daan Go Cafe,Cafes,4,43.80929,-79.2903,3380 Midland Avenue,Toronto,+1 647-245-2112
495,Cafí© Boulud,Cafes,3.5,43.6719213,-79.388922,60 Yorkville Avenue,Toronto,+1 416-963-6000
752,Henrietta Lane Cafe & Drinkery,Cafes,4.5,43.65406,-79.36122,394 King Street E,Toronto,
860,Hí_m Cafe,Cafes,4,43.67032446,-79.39061423,95 Cumberland Street,Toronto,+1 416-923-2882
956,Scarlet Door,Cafes,4.5,43.66858,-79.38537,15 Charles Street E,Toronto,+1 647-475-4436
278,The Captain's Boil,Cajun/Creole,5,43.71582,-79.39989,2655 Yonge St,Toronto,+1 416-485-2655
526,Little Bourbon House,Cajun/Creole,4.5,43.71842,-79.25071,3655 St Clair Avenue E,Toronto,+1 416-536-1806
33,Rasa,Canadian (New),4.5,43.6627752,-79.4039682,196 Robert Street,Toronto,+1 647-350-8221
36,Loch & Quay,Canadian (New),4,43.63812,-79.39064,390 Queens Quay W,Toronto,+1 416-595-5444
102,Beast Restaurant,Canadian (New),4,43.64408,-79.4057799,96 Tecumseth Street,Toronto,+1 647-352-6000
213,Chadwick's,Canadian (New),4,43.673524,-79.4118708,268 Howland Avenue,Toronto,+1 416-944-1606
215,George,Canadian (New),4.5,43.65323,-79.37446,111 Queen Street E,Toronto,+1 416-863-6006
255,Pow Wow Cafe,Canadian (New),4.5,43.65412,-79.40151,213 Augusta Avenue,Toronto,+1 416-551-7717
263,Flame Food+Design,Canadian (New),4.5,43.65116994,-79.47512316,2197 Bloor Street W,Toronto,+1 416-762-6000
395,Canis,Canadian (New),4.5,43.64609336,-79.41011455,746 Queen Street W,Toronto,+1 416-203-3317
418,Great Canadian Diner,Canadian (New),5,43.65539,-79.41418,598 College St,Toronto,+1 416-616-2028
434,Bistro Five61,Canadian (New),5,43.6878395,-79.401329,561 Avenue Road,Toronto,+1 416-923-2233
464,The SOS,Canadian (New),4,43.6486292,-79.39076043,118 John Street,Toronto,
497,Montgomery's Restaurant,Canadian (New),4.5,43.6444199,-79.41844,996 Queen Street W,Toronto,+1 647-748-4416
528,Local 1794,Canadian (New),4,43.68459,-79.31881,1794 Danforth Avenue,Toronto,+1 416-463-1794
614,Bannock,Canadian (New),3.5,43.65177,-79.3810699,401 Bay Street,Toronto,+1 416-861-6996
628,Farm'r Eatery & Catering,Canadian (New),4.5,43.64856,-79.37026,140 The Esplanade,Toronto,+1 416-901-8676
657,The Monkey Bar,Canadian (New),4,43.73149,-79.40346,3353 Yonge Street,Toronto,+1 416-486-2288
707,Arthur's Restaurant,Canadian (New),3,43.68842,-79.39351,12 St Clair Ave E,Toronto,+1 647-348-7000
796,Barn Restaurant,Canadian (New),4,43.6473299,-79.40456,598 Queen Street W,Toronto,+1 416-504-9874
917,Harvest Kitchen,Canadian (New),3.5,43.66278,-79.40437,124 Harbord Street,Toronto,+1 416-901-5901
938,House of Chan,Canadian (New),3.5,43.7037315,-79.41362,514 Eglinton Avenue W,Toronto,+1 416-781-5575
959,Grill Gate,Canadian (New),4.5,43.75315,-79.45165,832 Sheppard Avenue W,Toronto,+1 416-631-1167
981,Earls Kitchen + Bar,Canadian (New),3.5,43.64801346,-79.38392464,150 King Street West,Toronto,+1 416-916-0227
639,Good Taste Casserole Rice,Cantonese,5,43.81506,-79.3218,325 Bamburgh Cir,Toronto,+1 416-546-3388
85,Chubby's Jamaican Kitchen,Caribbean,4,43.64532,-79.40066,104 Portland Street,Toronto,+1 416-792-8105
357,Hot Pot Restaurant,Caribbean,4.5,43.69746697,-79.44135211,1545 Eglinton Avenue  W,Toronto,+1 416-460-5183
362,SugarKane,Caribbean,4.5,43.67892,-79.34361,699 Danforth Avenue,Toronto,+1 416-469-0808
481,Tasty's Caribbean Restaurant,Caribbean,4.5,43.6567777,-79.3992574,405 Spadina Avenue,Toronto,+1 416-916-7888
485,Simone's Caribbean Restaurant,Caribbean,4.5,43.67884,-79.34654,596 Danforth Avenue,Toronto,+1 416-792-5252
509,Rasta Pasta,Caribbean,4,43.65423286,-79.40044204,61 Kensington Avenue,Toronto,+1 647-501-4505
581,Maracas,Caribbean,4.5,43.65342301,-79.40155726,181 Augusta Ave,Toronto,+1 416-260-0000
714,The Real Jerk,Caribbean,3.5,43.66781,-79.34327,842 Gerrard Street E,Toronto,+1 416-463-6055
721,Cool Runnings Restaurant,Caribbean,4,43.6834386,-79.299971,146 Main Street,Toronto,+1 416-693-8724
723,Chris Jerk Caribbean Bistro,Caribbean,4.5,43.78964947,-79.30240088,2570 Birchmount Road,Toronto,+1 416-297-5375
10,Chef & Somm,Caterers,5,43.73139845,-79.46578049,804B Wilson Avenue,Toronto,+1 647-284-5530
11,Silver Spoon Take Out Catering,Caterers,3,43.79149,-79.25154,4800 Sheppard Avenue E,Scarborough,+1 416-293-2689
20,Elle Cuisine,Caterers,5,43.6735113,-79.351375,56 Hampton Avenue,Toronto,+1 647-430-3553
65,Catering by Mario,Caterers,5,43.85456,-79.37885,95 E Beaver Creek Road,Richmond Hill,+1 905-881-0477
74,L-Eat Catering,Caterers,5,43.7397599,-79.43419,3829 Bathurst Street,Toronto,+1 416-631-9226
97,Natalie's Kitchen,Caterers,4.5,43.6735777,-79.5490243,516 The Kingsway,Etobicoke,+1 647-999-9564
381,10tation Event Catering,Caterers,4.5,43.63224,-79.52947,232 Norseman Street,Toronto,+1 416-243-5144
439,A La Carte Kitchen,Caterers,5,43.70659,-79.35144,2 Thorncliffe Park Drive,Toronto,+1 416-971-4068
705,Oh My Lard,Caterers,5,43.6487,-79.38545,"Toronto, ON",Toronto,+1 416-871-4886
904,Jack and Lil's,Caterers,5,43.65155,-79.4089,823 Dundas Street W,Toronto,+1 647-347-5459
931,Toben Food By Design,Caterers,4.5,43.6737247,-79.4792485,150 Symes Rd,Toronto,+1 647-344-8323
965,Coffee Oysters Champagne,Champagne Bars,4,43.64757,-79.38684,214 King Street W,Toronto,+1 416-408-4044
741,Good Cheese,Cheese Shops,5,43.66596,-79.35136,614 Gerrard Street E,Toronto,+1 416-285-8482
915,Cheese Boutique,Cheese Shops,4.5,43.6385,-79.47515,45 Ripley Avenue,Toronto,+1 416-762-6292
510,Chica's Nashville Hot Chicken,Chicken Shop,4.5,43.66518,-79.46423,2853 Dundas Street W,Toronto,+1 647-343-6562
743,Bar Fancy,Chicken Shop,4,43.64382,-79.42143,1070 Queen Street W,Toronto,+1 416-546-1416
744,Cluck Clucks,Chicken Shop,4,43.64976871,-79.3660897,222 The Esplanade,Toronto,+1 647-748-2582
911,Mymy Chicken,Chicken Wings,4,43.76424,-79.41079,9 Spring Garden Avenue,Toronto,+1 416-227-7772
999,The Fanzone Wings & Ribs,Chicken Wings,4,43.7530567,-79.2762336,1168 Kennedy Road,Toronto,+1 416-551-0415
73,Zhang's Kitchen,Chinese,4,43.65759428,-79.38247059,13 Elm Street,Toronto,+1 647-343-4302
82,Fishman Lobster Clubhouse Restaurant,Chinese,4,43.8019756,-79.295159,4020 Finch Avenue E,Toronto,+1 416-321-0250
98,GB Hand-pulled Noodles,Chinese,4,43.65669,-79.38385,66 Edward Street,Toronto,+1 647-872-1336
114,Swatow Restaurant,Chinese,4,43.65385,-79.39796,309 Spadina Avenue,Toronto,+1 416-977-0601
126,Magical Taste of China,Chinese,4,43.65350013,-79.39485904,405 Dundas Street W,Toronto,+1 647-348-8966
132,Hotopia Downtown,Chinese,3.5,43.66138,-79.3804,45 Carlton Street,Toronto,+1 416-977-8668
142,DaiLo,Chinese,4,43.65574,-79.4098,503 College Street,Toronto,+1 647-341-8882
192,Greedy Duck & Noodles,Chinese,4,43.657786,-79.402371,316 College Street,Toronto,+1 647-748-0168
224,BAO,Chinese,3.5,43.65238961,-79.39813775,2-270 Spadina Avenue,Toronto,+1 416-901-7885
284,98 Aroma,Chinese,4,43.65699,-79.40001,440 Spadina Avenue,Toronto,+1 416-968-9888
300,Homemade Ramen,Chinese,4,43.65241,-79.39739,263 Spadina Avenue,Toronto,+1 647-352-6068
308,Chop Chop,Chinese,4,43.6519395,-79.40702,771 Dundas Street W,Toronto,+1 416-842-8277
331,Hong Kong Bistro Cafe,Chinese,4,43.65348,-79.39686,472 Dundas Street W,Toronto,+1 416-598-9188
397,Chine Legendary Hot Pot & Noodles,Chinese,4,43.65450684,-79.39840928,327 Spadina Avenue,Toronto,+1 416-979-1776
400,Fudao noodle house,Chinese,4,43.65461,-79.39905,358 Spadina ave,Toronto,+1 647-346-8588
462,Wood House BBQ,Chinese,3.5,43.75793,-79.4105,4664 Yonge Street,Toronto,+1 416-590-1315
468,Yummy Yummy Dumplings,Chinese,4,43.6537999,-79.39598,79 Huron Street,Toronto,+1 647-859-8998
469,Patois Toronto,Chinese,3.5,43.65202,-79.40816,794 Dundas Street W,Toronto,+1 647-350-8999
472,Yan Yu,Chinese,4,43.7713029,-79.3316635,237 Consumers Road,Toronto,+1 416-753-8838
515,Spicy Incredibowl,Chinese,4,43.65701,-79.39931,415 Spadina Ave,Toronto,
545,Niuda Hand-Pulled Noodles,Chinese,4,43.65061,-79.38908,204 Queen St W,Toronto,+1 416-599-6666
550,Harmoney Chinese Restaurant,Chinese,4,43.65341,-79.39699,478 Dundas Street W,Toronto,+1 416-729-9788
564,Dumpling House Restaurant,Chinese,3.5,43.65378,-79.3987,328 Spadina Avenue,Toronto,+1 416-596-8898
650,TAO Northern Chinese Cuisine,Chinese,3.5,43.71254835,-79.36455552,220 Laird Drive,Toronto,+1 416-421-3888
666,SoSo Food Club,Chinese,3.5,43.64951,-79.42162,1166 Dundas Street W,Toronto,+1 416-519-6661
717,House of Gourmet,Chinese,3.5,43.65336,-79.39718,484 Dundas St W,Toronto,+1 416-217-0167
735,Chat Bar,Chinese,4,43.77299,-79.41414,5312 Yonge Street,Toronto,+1 647-508-5588
742,Ding Tai Fung,Chinese,3.5,43.796407,-79.270493,175 Commander Boulevard,Toronto,+1 416-291-0123
764,Dumpling King,Chinese,4,43.7680416,-79.4760726,1126 Finch Avenue W,Toronto,+1 647-627-7778
777,Some Time BBQ Grill Restaurant & L.L.B.O.,Chinese,4,43.65578,-79.39366,41-43 Baldwin Street,Toronto,+1 647-833-7688
803,DASHA,Chinese,3,43.64456,-79.40074,620 King Street W,Toronto,+1 416-601-0662
812,The Daily Dumpling Wonton Co,Chinese,4,43.65480278,-79.42123085,792 College St,Toronto,+1 416-519-5008
840,Chef 88,Chinese,4,43.81764228,-79.30384748,3261 Kennedy Road,Toronto,+1 416-292-0883
877,King's Cafí©,Chinese,4,43.65421,-79.4021099,192 Augusta Avenue,Toronto,+1 416-591-1340
894,Meet You Leisure Restaurant,Chinese,4,43.77694432,-79.41444289,5437 Yonge Street,Toronto,+1 416-223-4441
920,Yin Ji Chang Fen,Chinese,4,43.82028026,-79.32522954,7010 Warden Avenue,Markham,+1 905-307-2688
940,Hotopia Sichuan Cuisine,Chinese,3,43.76443,-79.41022,25 Spring Garden Avenue,Toronto,+1 416-551-8832
963,Green Tea Restaurant Downtown Toronto,Chinese,3.5,43.65235,-79.39731,261 Spadina Avenue,Toronto,+1 416-519-1073
972,River Tai,Chinese,4,43.66300833,-79.40261398,92 Harbord Street,Toronto,+1 416-925-6305
983,BSG Hot Pot,Chinese,4,43.80597,-79.33742,3560 Victoria Park Avenue,Toronto,+1 416-551-6656
998,Taste of China,Chinese,3.5,43.654,-79.39891,338 Spadina Ave,Toronto,+1 416-348-8828
103,I'll Be Seeing You,Cocktail Bars,5,43.65901,-79.34805,747 Queen Street E,Toronto,
